ID,Date,Sex,Shell,Weight,Length,Width,MaxWid,R_ChLen,R_ChH,AbWid,L_ChLen,L_ChH,R_ClawWt,L_ClawWt
17.034,7/20/2017,2,2,96,54.39,83.46,86.1,37.32,,21.33,36.13,19.44,9,9
17.0341,7/20/2017,2,1,77,48.62,75.54,77.68,34.77,,18.19,34.26,17.55,7,6
17.0342,7/20/2017,2,1,92,53.28,81.73,84.97,37.67,,20.49,37.84,19.48,9,8
17.0343,7/20/2017,2,2,83,51.19,79.38,81.68,35.78,,20.72,35.77,18.33,7,7
17.0344,7/20/2017,2,2,69,47.96,73.27,74.82,31.96,,17.95,34.11,17.38,5,6
17.0345,7/20/2017,2,2,53,44.14,67.08,68.73,29.23,,15.1,28.96,15.92,4,4
17.0346,7/20/2017,1,2,30,40.94,62.33,64.87,30.05,15.31,,,,4,
17.0347,7/20/2017,2,1,48,45.62,71.49,73.57,30.4,,16.96,32.18,16.51,3,4
17.0348,7/20/2017,2,1,37,43.88,68.32,71.37,,,14.03,31.61,17.16,,4
17.0349,7/20/2017,2,1,28,37.51,57.8,60.15,26.98,,11.77,,13.62,3,3
17.035,7/21/2017,1,4,126,56.22,88.66,91.91,48.13,27.37,,47.58,27.45,20,20
17.0351,7/21/2017,1,1,90,53.19,82.95,86.47,,,,42.97,24.52,,15
17.0352,7/21/2017,1,3,104,54.39,87.78,91.49,42.62,22.91,,42.67,23.29,13,13
17.0353,7/21/2017,1,1,93,50.61,80.07,82.52,40.87,22.28,,40.98,22.28,12,12
17.0354,7/21/2017,1,1,121,56.04,86.53,90.43,46.46,25.82,,44.88,26.06,19,17
17.0355,7/21/2017,1,1,74,47.4,74.63,77.7,37.98,20.58,,36.37,18.42,9,8
17.0356,7/21/2017,1,4,117,56.98,88.11,91.33,44,24.72,,25.4,11.65,18,4
17.0357,7/21/2017,1,4,82,50.63,79.21,82.07,,,,40.69,22.21,,12
17.0358,7/21/2017,1,4,103,55.37,87.9,90.68,,,,45.53,24.95,,17
17.0359,7/21/2017,1,3,116,54.29,88.08,91.29,46.37,25.84,,46.39,25.96,17,17
17.036,7/21/2017,1,1,107,52.81,84.08,87.24,46.33,25,,44.67,22.28,16,14
17.0361,7/21/2017,1,1,22,32.91,51.17,53.07,24.29,12.04,,23.68,11.92,2,2
17.0362,7/21/2017,1,1,32,37.89,59.22,61.15,28.05,14.49,,27.65,14.51,3,3
17.0363,7/21/2017,1,1,18,30.27,46.75,48.7,20.64,10.79,,19.76,10.67,2,2
17.0364,7/21/2017,1,1,44,40.49,64.34,67.17,29.26,15.6,,28.45,15.76,4,4
17.0365,7/21/2017,1,1,36,35.61,55.48,57,25.6,13.09,,25.37,13.43,3,3
17.0366,7/21/2017,1,3,29,35.48,54.88,56.32,25.19,13.07,,24.96,12.92,3,3
17.0367,7/21/2017,1,1,26,34.99,55.17,57.15,26.31,13.28,,25.75,13.25,3,3
17.0368,7/21/2017,1,1,13,27.3,42.97,44.57,19.14,9.69,,19.17,9.78,1,1
17.0369,7/21/2017,2,1,29,35.9,55.35,57.34,24.67,,11.11,25.4,12.72,2,3
17.037,7/21/2017,2,2,47,42.36,64.49,67.33,29.55,,14.01,29.31,15.31,4,4
17.0371,7/21/2017,2,1,50,42.05,64.45,66.78,31.04,,15.31,30.79,15.59,4,5
17.0372,7/21/2017,2,1,28,36.66,57.48,60.13,25.92,,11.08,26.69,13.3,3,3
17.0373,7/21/2017,2,1,26,34.28,53.44,55.15,25.35,,9.67,24.99,12.9,3,3
17.0374,7/21/2017,2,3,15,31.64,48.59,50.12,21.28,,8.98,21.48,10.75,2,2
17.0375,7/21/2017,2,1,14,28.86,45.05,47.22,20.13,,7.61,19.85,10.41,1,1
17.0376,7/21/2017,2,1,17,29.93,46.42,47.93,20.43,,8.25,20.09,10.85,2,2
17.0377,7/21/2017,2,1,35,37.76,58.2,60.62,27.44,,12,25.55,13.17,3,3
17.0378,7/21/2017,2,1,66,46.75,71.51,74.75,32.39,,17.01,31.9,16.59,6,6
17.0379,7/21/2017,2,1,37,38.39,59.46,61.17,28.09,,13.01,27.75,13.71,3,3
17.038,7/21/2017,2,2,43,39.47,60.72,62.8,28.83,,11.08,27.91,14.79,4,4
17.0381,7/21/2017,2,1,35,37.8,58.72,61.45,27.12,,11.61,27.26,13.82,3,3
17.0382,7/21/2017,2,1,39,38.9,61.41,62.91,28.27,,13.2,28.32,14.21,3,3
17.0383,7/21/2017,2,1,35,38.93,60.37,62.08,26.71,,11.82,26.83,13.72,3,3
17.0384,7/21/2017,2,2,41,39.61,60.9,63.38,28.19,,12.31,27.95,14.85,4,4
17.0385,7/21/2017,2,1,36,38.74,59.67,62.51,26.99,,11.79,26.67,14.22,3,3
17.0386,7/21/2017,2,1,25,34.82,53.49,55.52,25.53,,10.38,25.63,13.14,2,2
17.0387,7/21/2017,2,2,27,34.52,53.76,55.29,23.84,,11,24.37,12.52,2,2
17.0388,7/21/2017,2,1,18,32.01,48.46,49.92,22.49,,8.67,21.75,11.11,2,2
17.0389,8/8/2017,2,3,147,63.08,97.27,100.9,45.04,,26.43,44.23,23.32,15,15
17.039,8/8/2017,2,2,184,67.58,106.1,109.68,48.17,,29.01,46.85,26.5,19,19
17.0391,8/8/2017,2,2,155,64.1,98.49,101.38,42.5,,26.9,43.02,24.06,14,15
17.0392,8/8/2017,2,2,180,67.19,102.97,106.73,44.89,,28.22,44.08,24.69,17,17
17.0393,8/8/2017,2,4,134,61.47,93.76,96.66,39.85,,25.25,39.74,21.99,13,13
17.0394,8/8/2017,2,1,185,66.93,103.99,108.04,47.87,,28.15,45.93,26.06,18,19
17.0395,8/8/2017,2,4,134,60.76,94.75,97.38,42.72,,24.74,42.39,23.04,14,15
17.0396,8/8/2017,2,2,126,60.79,93.03,96.24,41.22,,25.49,42.51,22.09,12,13
17.0397,8/8/2017,2,1,133,59.93,90.91,94.58,43.34,,24.55,42.97,22.76,13,13
17.0398,8/8/2017,2,4,146,61.7,95.61,99.48,44.6,,24.77,44.14,23.72,15,14
17.0399,8/8/2017,2,1,209,71.39,109.81,112.65,51.88,,29.71,52.37,27.14,21,21
17.04,8/8/2017,2,2,177,66.51,104.4,107.81,47.77,,29.09,47.93,25.7,17,18
17.0401,8/9/2017,2,4,194,67.57,103.44,106.9,46.47,,29.02,44.64,26.11,19,19
17.0402,8/9/2017,2,1,153,64.25,98.32,101.87,45.17,,26.27,45.28,24.23,16,16
17.0403,8/9/2017,2,4,191,67.8,104.64,107.69,46.44,,29.32,47.21,25.22,19,19
17.0404,8/9/2017,2,3,166,65.18,101.17,104.73,43.82,,27.38,43.85,24.36,15,16
17.0405,8/9/2017,2,3,153,61.32,94.67,97.17,44.06,,25.72,43.9,22.99,14,14
17.0406,8/9/2017,2,2,134,60.41,94.82,98.07,40.36,,24.37,39.93,22.52,12,12
17.0407,8/9/2017,2,3,201,68.84,106.35,110.34,47.7,,29.39,50.42,27.87,17,21
17.0408,8/9/2017,2,2,165,66.8,102.65,107.01,46.99,,27.85,46.52,24.82,17,17
17.0409,8/9/2017,2,3,174,64.93,99.06,102.35,45.97,,26.2,44.58,23.4,17,17
17.041,8/9/2017,2,3,168,63.9,99.87,103.22,42.57,,27.17,45.33,24.34,14,16
17.0411,8/9/2017,2,3,197,65.87,104.51,108.17,47.12,,28.08,46.54,25.13,18,18
17.0412,8/9/2017,2,4,143,60.3,93.08,94.89,40.86,,25.04,40.65,21.89,13,13
17.0413,8/9/2017,2,4,187,67.75,105.34,108.04,47.23,,28.33,47.08,26.54,19,19
17.0414,8/9/2017,2,4,172,68.01,103.43,105.93,,,26.38,45.57,24.48,,18
17.0415,8/9/2017,2,4,156,62.41,98.3,102.23,43.08,,24.93,42.82,24.36,14,15
17.0416,8/9/2017,2,4,170,63.51,97.08,99.78,45.9,,25.32,45.61,24.58,17,18
17.0417,8/9/2017,2,2,154,61.31,95.13,98.2,45.4,,25.82,44.81,23.65,14,15
17.0418,8/9/2017,2,3,126,60.1,93.51,95.82,40.38,,25.13,40.15,22.53,12,13
17.0419,8/9/2017,2,2,161,62.54,96.17,99.6,43.59,,25.9,43.87,22.68,14,15
17.042,8/9/2017,2,3,147,61.41,95.45,98.17,43.05,,25.16,42.18,22.67,14,14
17.0421,8/9/2017,2,2,164,63.62,99.45,102.54,42.19,,27.63,41.57,23.87,14,15
17.0422,8/9/2017,2,2,156,61.47,96.43,100.4,45.1,,25.9,43.94,23.42,15,15
17.0423,8/9/2017,2,3,170,64.45,100.59,102.59,45.35,,27.94,45.6,24.75,17,17
17.0424,8/9/2017,2,4,167,64.59,96.75,100.02,42.97,,25.56,43.22,23.98,16,16
17.0425,8/9/2017,2,3,179,65.02,102.09,105.72,45.99,,28.57,44.78,24.46,16,16
17.0426,8/15/2017,2,3,120,56.28,87.91,90.69,38.9,,22.52,39.26,21.62,11,11
17.0427,8/15/2017,2,3,112,58.5,89.2,92.4,39.92,,22.73,,21.82,12,
17.0428,8/15/2017,2,4,101,55,83.98,86.36,39.93,,22.62,38.73,20.74,10,10
17.0429,8/15/2017,2,1,79,49.91,77.94,80.26,34.84,,17.94,22.93,9.94,8,2
17.043,8/15/2017,2,2,110,56.85,87.86,90.56,39.73,,22.96,38.86,20.62,10,10
17.0431,8/15/2017,2,2,90,53.52,81.63,84.24,37.21,,20.34,36.73,19.88,8,8
17.0432,8/15/2017,2,3,84,51.35,81.43,83.31,34.36,,18.91,34.95,19.03,8,8
17.0433,8/15/2017,2,2,102,54.68,85.97,88.56,38.29,,21.1,38.69,20,10,9
17.0434,8/15/2017,2,2,75,50.78,78.15,80.83,33.77,,19.89,33.05,17.64,6,7
17.0435,8/15/2017,2,2,98,54.82,84.86,87.85,37.07,,21.79,36.68,20.04,9,9
17.0436,8/15/2017,2,2,116,57.34,88.48,91.14,40.51,,23.52,39.66,20.43,11,10
17.0437,8/15/2017,2,3,122,58.89,89.4,91.34,27.11,,23.06,39.13,21.67,3,12
17.0438,8/15/2017,2,2,88,52.27,81.18,83.55,36.32,,18.86,36.08,19.56,8,8
17.0439,8/15/2017,2,2,93,54.12,84.81,87.13,35.91,,20.64,36.35,20.95,8,9
17.044,8/15/2017,2,4,73,51.65,78.62,81,32.53,,20.41,,18.28,7,7
17.0441,8/15/2017,2,3,72,48.18,75.22,77.53,32.39,,17.91,32.88,17.4,6,6
17.0442,8/15/2017,2,2,82,51.13,76.76,79.24,34.61,,19.43,33.65,19.14,7,7
17.0443,8/15/2017,2,1,70,48.21,74.19,75.39,29.52,,17.87,34.06,18.43,4,7
17.0444,8/15/2017,2,2,74,50.03,78.19,80.48,34.42,,17.68,18.97,9.44,7,1
17.0445,8/15/2017,2,1,59,46.64,73.27,75.33,,,17.43,32.18,17.69,,6
17.0446,8/15/2017,2,1,45,41.98,65.4,68.28,30.39,,13.79,26.96,13.74,4,3
17.0447,8/15/2017,2,3,51,43.24,66.88,69.51,,,14.55,30.23,16.53,5,5
17.0448,8/15/2017,2,1,36,39.17,59.28,60.57,28.21,,12.47,27.96,14.41,3,3
17.0449,8/15/2017,2,1,41,39.28,60.53,63.3,27.56,,12.7,27.72,15.06,3,3
17.045,8/15/2017,2,2,48,43.85,66.64,68.67,29.56,,16.44,,15.08,4,
17.0451,8/15/2017,2,1,114,59.95,92.05,94.96,42.92,,24.96,42.61,21.55,10,10
17.0452,8/15/2017,2,1,85,59.7,91.12,93.89,,,22.41,,,,
17.0453,8/15/2017,2,1,80,53.54,82.71,86.15,40.45,,20.55,40.2,20.75,8,8
17.0454,8/15/2017,2,1,54,47.27,72.17,73.69,,,17.62,,16.31,5,
17.0455,8/15/2017,1,4,539,88.91,141.51,143.94,80.39,45.47,,80.63,45.24,89,89
17.0456,8/15/2017,1,3,390,80.37,129.73,133.88,71.67,38.86,,68.93,38.34,61,61
17.0457,8/15/2017,1,4,457,88.51,144.86,150.91,80.63,44.94,,,,87,
17.0458,8/15/2017,1,4,375,83.01,136.2,141.33,59.03,31.08,,77.2,44.57,39,77
17.0459,8/15/2017,1,1,1.0356,13.02,19.14,19.4,8.75,4.33,,8.69,4.57,0.1166,0.1142
17.046,8/15/2017,1,4,87,49.5,79.26,80.65,41.53,21.98,,39.89,21.24,12,10
17.0461,8/15/2017,1,1,37,38.15,57.46,60.37,26.68,14.43,,26.58,14.66,3,3
17.0462,8/15/2017,1,1,53,43.9,67.4,70.54,31.81,16.14,,29.98,15.4,5,5
17.0463,8/15/2017,1,2,45,40.31,63.72,66.13,29.55,15.48,,29.08,15.47,4,4
17.0464,8/15/2017,1,2,54,43.12,69.73,71.83,32.1,17.03,,31.7,16.94,5,5
17.0465,8/15/2017,1,1,69,47.36,74.34,77.44,28.55,14.76,,36.04,19.12,4,7
17.0466,8/15/2017,1,1,51,42.23,65.73,68.73,31.95,16.37,,31.89,16.63,5,5
17.0467,8/15/2017,1,2,43,40.87,63.99,66.13,31.57,15.64,,,,4,
17.0468,8/15/2017,1,1,55,44.74,69.07,71.76,30.57,15.2,,32.18,17.49,5,6
17.0469,8/15/2017,1,1,37,40.55,63.72,66.37,30.83,15.64,,31.12,15.41,3,3
17.047,8/15/2017,1,1,127,62.68,99.73,104.16,,,,53.26,29.28,,18
17.0471,8/15/2017,1,1,81,53.14,83.61,87.46,42.22,21.86,,,,10,
17.0472,8/15/2017,1,1,59,43.14,68.2,70.56,32.88,17.51,,32.59,17.68,6,6
17.0473,8/15/2017,1,1,50,41.54,63.92,66.66,27.31,14.28,,30.77,16.75,4,5
17.0474,8/15/2017,1,2,68,45.25,70.11,73.28,34.13,17.6,,33.51,18.02,7,7
17.0475,8/15/2017,1,1,41,39.05,59.75,60.57,27.45,14.59,,26.59,14.53,4,4
17.0476,8/15/2017,1,1,45,40.46,62.77,65.25,26.43,13.33,,29.31,15.37,3,5
17.0477,8/15/2017,1,2,31,36.99,56.77,59.26,24.02,11.79,,25.73,13.74,2,3
17.0478,8/15/2017,1,1,50,41.75,64.6,67.47,30.38,16.96,,30.29,16.63,5,5
17.0479,8/15/2017,1,1,29,34.44,54.56,57.11,24.7,12.89,,24.24,13.07,3,3
17.048,8/15/2017,1,1,56,42.82,66.66,70.12,33,17.33,,32.5,17.14,6,6
17.0481,8/15/2017,1,1,48,41.72,65.42,68.52,29.74,15.65,,28.41,15.83,4,5
17.0482,8/15/2017,1,2,56,42.7,66.5,69.3,32.02,16.33,,31.03,16.71,5,6
17.0483,8/15/2017,1,2,62,44.53,70,73.26,32.73,17.08,,31.99,16.86,6,6
17.0484,8/15/2017,1,2,43,39.94,62.71,65.43,29.5,15.56,,28.96,15.58,4,4
17.0485,9/17/2017,1,2,148,60.92,95.7,98.56,47.66,25.35,,48.01,25.31,18,19
17.0486,9/17/2017,1,2,121,56.3,89.82,93.08,45.4,25.58,,44.93,25.41,17,17
17.0487,9/17/2017,2,2,150,61.76,95.65,97.46,43.8,,22.96,44.19,23.95,14,14
17.0488,9/17/2017,2,2,120,58.3,88.73,92.32,40.34,,23.44,39.49,21.75,11,12
17.0489,9/17/2017,2,3,128,60.03,92.91,95.58,40.69,,25.29,40.06,23,13,13
17.049,9/17/2017,2,1,119,60.65,95.13,97.59,43.33,,24.92,44.93,23.03,11,12
17.0491,9/17/2017,2,1,142,62.16,96.4,99.89,47.5,,26.25,47.8,24.83,14,14
17.0492,9/17/2017,2,1,141,62.57,95.51,98.99,44.65,,26.43,44.84,23.64,13,12
17.0493,9/17/2017,2,2,174,64.15,100.81,102.85,42.8,,29.07,44.3,24.47,16,17
17.0494,9/17/2017,2,2,109,55.76,87.07,90.64,39.16,,22.06,38.62,20.6,11,10
17.0495,9/17/2017,2,4,132,60.42,93.69,95.83,41.33,,23.94,33.23,17.2,14,7
17.0496,9/17/2017,2,2,103,55.36,84.93,88.6,36.01,,22.25,36.11,19.23,9,9
17.0497,9/17/2017,2,1,121,60.58,92.12,94.44,44.18,,24.93,44.4,23.27,12,11
17.0498,9/17/2017,2,1,102,56.41,87.14,90.93,40.26,,23.39,40.04,20.33,9,9
17.0499,9/17/2017,2,1,117,58.77,90.78,93.41,43.07,,24.32,42.11,21.9,10,11
17.05,9/17/2017,2,1,33,38.53,59.28,62.04,27.62,,13.18,27.53,14.45,3,3
17.0501,9/17/2017,2,1,23,32.58,49.17,50.88,22.6,,9.48,21.47,10.91,2,2
17.0502,9/17/2017,2,1,34,38.18,58.59,61.5,26.93,,12.55,26.8,13.62,3,3
17.0503,9/17/2017,2,1,32,36.42,57.42,59.43,27.04,,10.88,26.97,13.95,3,3
17.0504,9/17/2017,1,1,29,34.92,54.5,57.44,24.69,12.83,,24.6,13.02,3,3
17.0505,9/17/2017,1,1,26,35.93,54.84,57.02,25.89,13.19,,24.5,12.31,3,2
17.0506,9/17/2017,1,1,36,38.65,59.79,62.24,28.15,14.69,,27.24,14.7,3,3
17.0507,9/17/2017,1,1,48,43.23,68.24,70.79,32.48,16.87,,,,6,
17.0508,9/17/2017,1,1,50,42.66,64.86,68.16,32.5,16.1,,32.35,16.58,5,5
17.0509,9/27/2017,1,2,401,81.25,134.68,139.53,74.06,41.44,,71.76,40.67,68,65
17.051,9/27/2017,1,1,5.5,20.34,31.09,32.01,13.75,7.23,,13.8,7.25,0.5,0.5
17.0511,9/27/2017,1,1,84,51.6,79.92,81.6,39.14,20.95,,37.05,20.24,10,9
17.0512,9/27/2017,1,1,57,44.43,68.73,72.22,34.33,17.96,,34.23,16.65,6,6
17.0513,9/27/2017,1,1,58,45.92,73.96,77.7,33.88,17.74,,34.36,17.87,7,7
17.0514,9/27/2017,2,2,204,69.67,108.75,112.85,49.19,,29.38,50.21,27.42,23,23
17.0515,9/27/2017,2,3,209,69.72,108.54,112.86,48.84,,28.11,48.13,26.56,21,21
17.0516,9/27/2017,2,4,176,65.24,100.45,103.91,44.93,,23.96,45.89,24.79,17,18
17.0517,9/27/2017,2,4,225,72.69,112.9,116.24,50.39,,31.49,50.04,27.59,23,24
17.0518,9/27/2017,2,3,211,69.18,107.59,110.22,48.78,,29.51,47.98,27.65,22,22
17.0519,9/27/2017,2,2,175,66.56,100.8,103.86,46.36,,28.5,45.47,25.37,16,17
17.052,9/27/2017,2,4,162,63.35,98.94,101.84,45.74,,25.6,44.13,25.17,17,17
17.0521,9/27/2017,2,4,180,65.58,104.93,107.76,47.74,,26.49,46.23,26.18,19,19
17.0522,9/27/2017,2,4,179,66.99,103.76,106.79,46.61,,28.26,45.96,25.85,18,18
17.0523,9/27/2017,2,3,175,64.98,100.99,104.14,43.64,,27.03,40.52,21.8,16,13
17.0524,9/27/2017,2,4,196,68.72,107.6,110.84,46.68,,29.63,46.23,26.62,20,20
17.0525,9/27/2017,2,4,155,62.34,97.01,99.85,42.84,,26.48,41.67,23.81,14,15
17.0526,9/27/2017,2,2,204,69.1,105.46,108.58,47.93,,29.14,48.6,26.21,19,20
17.0527,9/27/2017,2,4,185,67.53,102.12,105.53,44.15,,28.09,43.84,24.85,18,17
17.0528,9/27/2017,2,2,166,63.34,97.54,100.65,46.19,,23.68,44.69,25.3,20,17
17.0529,9/27/2017,2,2,151,63.55,98.01,101.17,45.16,,24.92,44.84,25.65,15,16
17.053,9/27/2017,2,2,233,72.17,110.45,111.72,51.57,,33.39,51.97,28.05,24,23
17.0531,9/27/2017,2,2,144,60.65,95.27,98.41,44.45,,27.32,44.44,23.07,13,14
17.0532,9/27/2017,2,2,140,61.2,96.4,99.68,43.06,,24.83,43.1,22.98,14,14
17.0533,9/27/2017,2,4,163,64.1,98.3,100.98,41.57,,27.69,42.42,24.08,15,15
17.0534,9/27/2017,2,3,188,66.65,104.29,108.25,42.05,,27.95,46.26,25.61,14,19
17.0535,9/27/2017,2,3,140,62.35,95.79,99.51,43.55,,26.07,43.3,23.76,13,13
17.0536,9/27/2017,2,2,144,63.3,98.14,100.35,43.53,,25.21,32.69,23.86,14,7
17.0537,9/27/2017,2,2,165,63.14,98.29,100.77,44.18,,27.01,44.69,24.26,16,16
17.0538,9/27/2017,2,2,142,61.46,95.68,98.65,43.7,,24.07,43.07,23.37,14,14
17.0539,9/27/2017,2,3,152,62.25,93.67,97.89,44.22,,23.6,43.52,24.1,15,16
17.054,9/27/2017,2,2,153,62.15,95.17,98.65,40.47,,25.7,44.58,23.57,14,15
17.0541,9/27/2017,2,3,115,57.44,88.16,90.48,36.92,,22.8,36.34,20.67,10,10
17.0542,9/27/2017,2,2,112,57.78,90.21,92.84,39.37,,21.96,30.32,22.39,12,6
17.0543,9/27/2017,2,3,153,62.17,95.14,98.36,42.36,,25.61,41.82,23.19,14,14
17.0544,9/27/2017,2,3,133,60.61,94.13,97.48,41.21,,26.06,38.75,22.38,12,10
17.0545,9/27/2017,2,1,92,53.18,81.4,83.98,36.11,,20.71,37.61,19.7,8,9
17.0546,9/27/2017,2,1,154,65.52,100.78,104.36,49.47,,28.25,49.36,25.92,16,17
17.0547,9/27/2017,2,1,168,66.12,102.83,105.77,47.59,,28.38,47.03,25.41,16,16
17.0548,9/27/2017,2,1,181,70.15,108.44,111.05,49.95,,30.52,47.88,25.07,19,17
17.0549,9/27/2017,2,1,130,61.33,95.03,98.3,43.21,,24.66,42.02,22.39,13,12
17.055,5/13/2017,2,2,216,77.53,120.18,123.33,58.4,,,,,30,
17.0551,5/13/2017,2,4,244,71.49,109.95,112.9,48.37,,30.05,47.85,27.42,22,21
17.0553,5/11/2017,1,3,504,88.03,140.43,146.46,78.28,45.16,,78.48,45.1,86,85
17.0554,5/11/2017,1,2,632,91.53,151.59,157.67,85.44,48.12,,82.73,48.08,100,100
17.0555,5/13/2017,1,2,578,92.41,149.17,156.39,84.29,47.23,,84.13,47.65,95,95
17.0556,5/13/2017,1,2,439,83.91,135.92,141.26,78.77,43.87,,71.55,38.61,77,62
17.0562,5/13/2017,1,2,411,82.71,138.67,143.76,78.81,42.51,,76.96,40.95,72,72
17.0563,6/1/2017,1,4,332,78.33,129.16,133.69,67.9,37.9,,,,55,
17.0566,5/13/2017,1,2,512,84.99,140.44,146.74,83.43,45.32,,83.05,45.21,87,85
17.0567,5/13/2017,1,2,439,80.83,135.16,140.51,68.38,35.69,,76.93,41.52,56,75
17.0568,5/12/2017,1,2,496,86.57,134.3,140.66,67.22,36.18,,79.86,44.25,55,79
17.0569,5/13/2017,1,3,263,70.43,116.27,121.35,62.87,36.32,,62.56,35.77,43,41
17.057,5/12/2017,1,1,452,84.58,135.07,139.83,72.54,40.55,,73.19,40.87,62,64
17.0571,5/12/2017,1,2,317,75.7,122.22,127.47,64.96,36.68,,64.69,36.99,46,44
17.0572,5/13/2017,1,2,121,55.94,90.6,94.73,43.83,23.67,,43.56,24,14,14
17.0578,5/11/2017,1,2,401,85.34,136.3,140.69,81.94,45.98,,,,83,
17.0579,5/11/2017,2,1,99,57.96,90.66,93.72,42.14,,23.07,41.27,21.55,8,9
17.058,5/11/2017,2,1,103,54.51,84.34,87.28,38.76,,21.25,39.39,20.7,9,10
17.0581,5/11/2017,1,1,4.1841,19.47,29.18,30.77,13.6,6.74,,13.31,6.96,0.4164,0.4075
17.0582,5/11/2017,1,1,3.0849,17.22,25.36,26.5,12.08,6.16,,11.64,6.22,0.2826,0.2905
17.0583,5/15/2017,1,2,570,91.92,147.81,153.12,85.12,48.44,,80.16,43.5,98,87
17.0584,5/13/2017,1,1,242,68.55,108.69,114.13,55.61,32.3,,57.73,32.8,33,35
17.0585,5/9/2017,1,4,471,86.15,141.95,145.95,78.68,45.08,,78.16,44.63,80,79
17.0586,5/13/2017,1,1,531,87.53,143.39,148.32,84.18,47.23,,82.54,47.22,91,94
17.0588,5/13/2017,1,2,215,67.56,108.01,112.31,55.01,30.82,,53.21,30.66,28,28
17.0589,5/11/2017,2,1,45,42.42,66.73,69.42,30.14,,15.14,29.86,15.76,4,4
17.059,5/15/2017,1,4,276,71.07,112.08,116.79,60.56,35.73,,,35.21,42,40
17.0591,5/12/2017,1,2,81,50.02,79.19,81.48,37.4,20.14,,37.88,20.9,9,9
17.0593,5/11/2017,1,1,533,87.67,142.32,148.69,82.07,46.04,,80.97,46.05,80,80
17.0594,5/11/2017,2,1,112,59.3,91.36,93.98,42.69,,24.76,42.17,21.82,9,10
17.0595,5/12/2017,1,1,485,83.08,135.27,140.24,78.17,45.08,,77.69,45.69,79,79
17.0596,5/13/2017,2,1,65,46.3,73.37,76.02,33.8,,17.3,34.43,18.34,7,7
17.0597,5/13/2017,1,1,370,77.78,124.21,131.25,68.55,40.1,,67.86,39.83,57,57
17.0599,5/12/2017,1,2,374,76.63,123.35,128.1,72.09,42.22,,71.6,42.36,64,64
17.0602,5/12/2017,2,3,182,66.2,106.38,108.76,48.28,,27.6,48.02,24.8,17,17
17.0603,5/13/2017,1,2,381,78.44,126.77,131.31,72.09,40.88,,72.36,41.42,62,63
17.0604,5/11/2017,1,2,336,81.54,130.65,137.16,72.57,40.96,,,,64,
17.0605,5/12/2017,1,3,244,67.01,109.29,113.27,57.81,32.77,,58.39,32.98,33,35
17.0606,5/13/2017,1,2,213,66.09,105.82,109.62,51.76,28.97,,56.58,32.11,25,30
17.0607,5/12/2017,1,2,410,84.28,134.58,140.98,62.62,30.16,,75.72,42.31,39,72
17.0608,5/12/2017,1,2,348,79.67,130.53,134.34,45.62,23.99,,73.14,39.84,18,55
17.0609,5/13/2017,1,2,517,87.03,138.99,145.88,79.84,46.93,,79.5,46.65,89,88
17.061,5/13/2017,1,2,170,62.68,102.04,107.45,45.56,22.27,,54.81,30.07,16,27
17.0611,5/13/2017,2,1,102,59,94.37,97.19,42.94,,24.55,42.63,22.13,10,10
17.0612,5/13/2017,2,1,97,62.13,96.84,99.34,43.55,,25.04,44.59,23.31,10,11
17.0613,5/13/2017,1,2,60,44.95,73.39,75.83,33.46,17.61,,33.92,17.54,6,6
17.0614,5/13/2017,2,2,80,51.54,81.96,85.34,37.17,,19.03,37.16,19.1,8,8
17.0615,5/13/2017,2,2,29,36.25,57.34,59.14,25.15,,10.57,24.6,12.63,3,3
17.0616,5/11/2017,1,1,,14.45,21.02,21.74,9.86,5,,9.73,4.99,,
17.0617,5/11/2017,2,2,17,29.71,45.77,47.4,20.52,,8.14,20.42,10.33,1,1
17.0618,5/11/2017,1,1,,16.4,23.89,24.68,11.46,5.63,,11.28,5.58,,
17.0619,5/11/2017,2,1,,18.79,27.86,29.02,13.49,,4.07,12.51,6.35,,
17.062,5/11/2017,2,1,,17.54,25.22,26.28,11.54,,3.45,11.7,5.71,,
17.0621,5/11/2017,2,1,,18.1,27.07,28.44,12.85,,3.83,12.56,6.26,,
17.0622,5/11/2017,1,1,,16.49,24.84,26.25,12.59,6.12,,11.85,5.9,,
17.0623,5/11/2017,2,1,,17.23,25.84,27.1,11.73,,3.9,7.99,6,,
